ingredientNo	recipeNumber	subHeadingNo	ingredient	mainIngredients
5919	601	1	2 teaspoons ground coriander	CORIANDER
5920	601	1	1 teaspoon ground cumin	CUMIN
5921	601	1	1 teaspoon ground turmeric	TURMERIC
5922	601	1	1-2 fresh red chillies, halved lengthways	CHILLIE
5923	601	1	375ml (1 1/2 cups) Campbell's Real Stock Chicken Salt Reduced	SALT, CHICKEN
5924	601	1	1/3 cup fresh coriander leaves	CORIANDER
5925	601	1	Steamed SunRice White Medium Grain Rice, to serve	RICE
5926	601	1	Steamed green round beans, to serve	GREEN
5927	601	1	Natural yoghurt, to serve	NATURAL YOGHURT
5928	602	1	1 cup raw unsalted cashew nuts	CASHEW NUT
5929	602	1	2 teaspoons garam masala	GARAM MASALA
5930	602	1	2 teaspoons ground cumin	CUMIN
5931	602	1	1 teaspoon ground coriander	CORIANDER
5932	602	1	1 long red chilli, chopped	CHILLI
5933	602	1	2 garlic cloves, chopped	GARLIC
5934	602	1	200g plain yoghurt	YOGHURT
5935	602	1	700g chicken thigh fillets, trimmed, cut into 4cm pieces	CHICKEN
5936	602	1	2 tablespoons peanut oil	PEANUT OIL
5937	602	1	1 large brown onion, chopped	ONION
5938	602	1	400g can crushed tomatoes	TOMATOES
5939	602	1	2/3 cup pure cream	CREAM
5940	602	1	Steamed SunRice Basmati Rice and fresh coriander leaves, to serve	CORIANDER, RICE
5941	603	1	1 tablespoon vegetable oil	VEGETABLE OIL
5942	603	1	1 red onion, halved, thinly sliced	ONION
5943	603	1	2 tablespoons madras curry paste	CURRY PASTE
5944	603	1	400g can diced tomatoes	TOMATOES
5945	603	1	400g can chickpeas, drained, rinsed	CHICKPEAS DRAINED
5946	603	1	1 teaspoon caster sugar	SUGAR
5947	603	1	250g chicken thigh fillets, trimmed, thinly sliced	CHICKEN
5948	603	1	1 bunch English spinach, washed, trimmed, roughly chopped	SPINACH
5949	603	1	Warmed naan bread and plain yoghurt, to serve	YOGHURT, BREAD
5950	604	1	1 small barbecued chicken	CHICKEN
5951	604	1	1 cup thick Greek-style yoghurt	YOGHURT
5952	604	1	2 tablespoons tikka curry paste	CURRY PASTE
5953	604	1	440g packet (4 pieces) Indian naan bread	BREAD
5954	604	1	olive oil cooking spray	OLIVE OIL
5955	604	1	3/4 cup mango chutney	CHUTNEY, MANGO
5956	604	1	1/3 cup mint leaves, chopped	MINT
5957	605	1	Olive oil spray	OIL SPRAY, OLIVE O
5958	605	1	60ml (1/4 cup) natural yoghurt	NATURAL YOGHURT
5959	605	1	60g (1/4 cup) tikka masala curry paste	CURRY PASTE
5960	605	1	4 (about 600g) chicken thigh cutlets (see note)	CHICKEN
5961	605	1	2 teaspoons olive oil	OLIVE OIL
5962	605	1	300g (1 1/2 cups) SunRice Basmati Rice	RICE
5963	605	1	560ml (2 1/4 cups) Campbell's Real Stock Chicken	CHICKEN
5964	605	1	2 tablespoons currants	CURRANTS
5965	605	1	2 tablespoons almond kernels, chopped	ALMOND
5966	605	1	1/2 bunch chopped fresh coriander	CORIANDER
5967	605	1	1 Lebanese cucumber, coarsely chopped	CUCUMBER
5968	606	1	90g (1/3 cup) low-fat natural yoghurt	NATURAL YOGHURT
5969	606	1	2 tablespoons korma curry paste	CURRY PASTE
5970	606	1	60ml (1/4 cup) fresh lime juice	LIME JUICE
5971	606	1	4 small single chicken breast fillets, excess fat trimmed, halved horizontally	CHICKEN BREAST
5972	606	1	Olive oil spray	OIL SPRAY, OLIVE O
5973	606	1	100g baby rocket leaves	ROCKET
5974	606	1	1 small red onion, halved, thinly sliced	ONION
5975	606	2	130g (1/2 cup) low-fat natural yoghurt	NATURAL YOGHURT
5976	606	2	1 Lebanese cucumber, halved, deseeded, finely chopped	CUCUMBER
5977	606	2	1 garlic clove, crushed	CLOVE, GARLIC
5978	607	1	1 tablespoon vegetable oil	VEGETABLE OIL
5979	607	1	2 teaspoons cumin seeds	CUMIN
5980	607	1	1/4 red onion, thinly sliced	ONION
5981	607	1	2 Lebanese cucumbers, halved, sliced	CUCUMBER
5982	607	1	6 radishes, halved, sliced	RADISHE
5983	607	1	400g can Coles Brand Chickpeas, rinsed, drained	CHICKPEA
5984	607	1	400g can Coles Brand Lentils, rinsed, drained	LENTIL
5985	607	1	2/3 cup coriander, chopped plus extra leaves, to serve	CORIANDER
5986	607	1	1 1/2 tablespoons lime juice	LIME JUICE
5987	608	1	2 tablespoons plain Greek-style yoghurt	YOGHURT
5988	608	1	1/3 cup korma curry paste (see note)	CURRY PASTE
5989	608	1	500g chicken thigh fillets, trimmed, chopped	CHICKEN
5990	608	1	2 teaspoons vegetable oil	VEGETABLE OIL
5991	608	1	1 brown onion, halved, cut into thin wedges	ONION
5992	608	1	2 garlic cloves, crushed	GARLIC
5993	608	1	2cm piece fresh ginger, finely grated	GINGER
5994	608	1	1 1/2 cups SunRice long grain white rice	WHITE RICE
5995	608	1	4 cardamom pods, bruised	CARDAMOM POD
5996	608	1	1 cinnamon stick	CINNAMON
5997	608	1	2 2/3 cups chicken stock	CHICKEN
5998	608	1	1/2 cup frozen peas	PEA
5999	608	1	Fresh coriander leaves, to serve	CORIANDER
6000	608	1	Toasted flaked ￼￼￼￼￼￼￼almonds, to serve	TOASTED FLAKED Ͽ
6001	608	1	Greek-style yoghurt, extra, to serve	YOGHURT
6002	609	1	1kg chicken thigh cutlets, skin removed	CHICKEN
6003	609	1	2 tablespoons mild Indian curry paste (see note)	CURRY PASTE
6004	609	1	1 tablespoon vegetable oil	VEGETABLE OIL
6005	609	1	1 brown onion, chopped	ONION
6006	609	1	1 1/4 cups SunRice White Long Grain Rice	RICE
6007	609	1	1/3 cup sultanas	SULTANA
6008	609	1	1 granny smith apple, cut into 2cm pieces	APPLE
6009	609	1	1 medium tomato, cut into 1cm pieces	TOMATO
6010	609	1	2 1/2 cups chicken stock	CHICKEN
6011	609	1	Fresh coriander leaves and plain	CORIANDER
6012	609	1	Natural yoghurt, to serve	NATURAL YOGHURT
6013	610	1	1 tablespoon olive oil	OLIVE OIL
6014	610	1	1 brown onion, finely chopped	ONION
6015	610	1	1 tablespoon ginger, finely grated	GINGER
6016	610	1	1/4 cup (75g) korma curry paste	CURRY PASTE
6017	610	1	800g butternut pumpkin, peeled, seeded, chopped	PUMPKIN
6018	610	1	2 carrots, peeled, coarsely chopped	CARROT
6019	610	1	1 Granny Smith apple, cored, coarsely chopped	APPLE
6020	610	1	1/2 cup (100g) red lentils	LENTIL
6021	610	1	4 cups (1L) chicken stock or vegetable stock	CHICKEN
6022	610	1	1/2 cup (140g) Greek-style yoghurt	YOGHURT
6023	610	1	1/2 Lebanese cucumber, finely chopped	CUCUMBER
6024	610	1	1/2 tomato, seeded, finely chopped	TOMATO
6025	610	1	1/2 red onion, finely chopped	ONION
6026	610	1	1 teaspoon cumin seeds, toasted	CUMIN
6027	610	1	Coriander leaves, to serve	CORIANDER
6028	610	1	Mini pappadams, to serve	MINI PAPPADAMS
6029	611	1	2 teaspoons vegetable oil	VEGETABLE OIL
6030	611	1	1/2 small brown onion, finely chopped	ONION
6031	611	1	1 garlic clove, crushed	CLOVE, GARLIC
6032	611	1	1 tablespoon korma curry paste (see note)	CURRY PASTE
6033	611	1	1 small desiree potato, peeled, cut into 2cm cubes	POTATO
6034	611	1	1 small eggplant, cut into 2cm cubes	EGGPLANT
6035	611	1	3/4 cup canned chopped tomatoes	TOMATOES
6036	611	1	2 tablespoons coriander leaves, roughly chopped	CORIANDER
6037	611	1	steamed SunRice Basmati Rice (see tip), to serve	RICE
6038	612	1	1 cup Coles Brand Basmati rice	RICE
6039	612	1	1 tablespoon vegetable oil	VEGETABLE OIL
6040	612	1	1 brown onion, sliced	ONION
6041	612	1	1 kg white fish fillets, cut into 3cm pieces	FISH FILLETS
6042	612	1	500g jar Patak's Korma Simmer sauce	JAR PATAK'S KORMA 
6043	612	1	1/4 cup water	WATER
6044	612	1	200g Perino tomatoes	TOMATOES
6045	612	1	1 cup frozen Birds Eye field fresh Australian garden peas	PEA
6046	612	1	1/4 cup flaked almonds, toasted (see tip), to serve	ALMOND
6047	612	1	1/4 cup coriander leaves, to serve	CORIANDER
6048	612	1	2 Mission garlic & herb naan breads, to serve	GARLIC
6049	613	1	1 large brown onion, finely chopped	ONION
6050	613	1	2 tablespoons ghee	GHEE
6051	613	1	1 1/2 teaspoons cumin seeds	CUMIN
6052	613	1	1/2 teaspoon fennel seeds	FENNEL SEED
6053	613	1	1 small cinnamon stick	CINNAMON
6054	613	1	1 teaspoon mustard seeds	MUSTARD SEED
6055	613	1	20 fresh curry leaves	CURRY LEAVE
6056	613	1	4 garlic cloves, finely chopped	GARLIC
6057	613	1	4cm piece fresh ginger, grated	GINGER
6058	613	1	1 fresh long red chilli, finely chopped	CHILLI
6059	613	1	2 tablespoons fresh coriander, root and stem, finely chopped	CORIANDER
6060	613	1	3 teaspoons ground turmeric	TURMERIC
6061	613	1	3 teaspoons garam masala	GARAM MASALA
6062	613	1	1 tablespoon tamarind puree	TAMARIND PUREE
6063	613	1	320ml coconut milk	COCONUT MILK
6064	613	1	1 teaspoon gluten-free cornflour	CORNFLOUR
6065	613	1	1 tablespoon lemon juice	LEMON JUICE
6066	613	1	750g firm white fish fillets, cut into 5cm pieces	FISH FILLETS
6067	613	1	300g skinless salmon fillets, cut into 5cm pieces	SALMON
6068	613	1	150g (1 cup) frozen peas, thawed	PEA
6069	613	1	2 tablespoons fresh coriander leaves, chopped	CORIANDER
6070	613	2	1 head (about 1kg) cauliflower, cut into small florets	CAULIFLOWER
6071	613	2	185ml (3/4 cup) coconut milk	COCONUT MILK
6072	613	2	1 1/2 tablespoons ghee	GHEE
6073	614	1	600g skinless pink ling fillets, cut into 3cm pieces	PINK LING FILLETS
6074	614	1	1/4 cup Patak's Rogan Josh Paste	PATAK'S ROGAN JOSH
6075	614	1	1 1/2 tablespoons garlic-infused olive oil	OLIVE OIL
6076	614	1	400g Perino tomatoes, coarsely chopped	TOMATOES
6077	614	1	2/3 cup mint leaves, chopped	MINT
6078	614	1	2 spring onions, thinly sliced	SPRING ONION
6079	614	1	1 tablespoon lemon juice	LEMON JUICE
6080	614	1	120g rocket leaves	ROCKET
6081	614	1	280g pkt Mission Garlic & Herb Naan Bread, warmed	BREAD, GARLIC
6082	614	1	Lemon halves, to serve	LEMON
6083	615	1	500g lean beef mince	BEEF
6084	615	1	2cm piece fresh ginger, peeled, finely grated	GINGER
6085	615	1	2 garlic cloves, crushed	GARLIC
6086	615	1	1 small onion, finely grated	ONION
6087	615	1	1 tablespoon tandoori paste	TANDOORI PASTE
6088	615	1	1 tablespoon mango chutney	CHUTNEY, MANGO
6089	615	2	1 cup thick natural yoghurt	NATURAL YOGHURT
6090	615	2	1/2 cup fresh mint leaves, roughly chopped	MINT
6091	615	2	1 tablespoon mango chutney	CHUTNEY, MANGO
6092	615	2	1 teaspoon salt	SALT
6093	615	2	steamed SunRice Basmati Rice, to serve	RICE
6094	615	2	pappadams, cooked, to serve	PAPPADUMS
6095	615	2	mint leaves, to garnish	MINT
6096	616	1	1 tablespoon olive oil	OLIVE OIL
6097	616	1	6 lamb shanks, french trimmed	LAMB
6098	616	1	1 brown onion, halved, cut into thin wedges	ONION
6099	616	1	1/3 cup Pataks Korma curry paste	CURRY PASTE
6100	616	1	2 teaspoons finely grated fresh ginger	GINGER
6101	616	1	2 cups Campbell's Real Stock Beef	BEEF
6102	616	1	400g can diced tomatoes	TOMATOES
6103	616	1	1 1/2 cups frozen peas	PEA
6104	616	1	2 tablespoons shredded fresh mint	MINT
6105	616	1	Steamed SunRice Basmati Rice, to serve	RICE
6106	616	1	Raita or tzatziki, to serve	RAITA OR TZATZIKI
6107	617	1	1 tablespoon olive oil	OLIVE OIL
6108	617	1	8 (100g each) lamb chump chops	LAMB
6109	617	1	540g jar Patak's rogan josh simmer sauce	PATAK'S ROGAN JOSH
6110	617	1	500g bag frozen carrots, cauliflower and broccoli	BROCCOLI, CAULIFLO
6111	617	1	Olive oil cooking spray	OLIVE OIL
6112	617	1	4 plain naan bread	BREAD
6113	617	1	1/3 cup fresh coriander leaves	CORIANDER
6114	617	1	Plain Greek-style yoghurt and	YOGHURT
6115	617	1	Mango chutney, to serve	CHUTNEY, MANGO
6116	618	1	2 tablespoons vegetable oil	VEGETABLE OIL
6117	618	1	2 brown onions, chopped	ONIONS
6118	618	1	1 teaspoon salt	SALT
6119	618	1	3 teaspoons ground coriander	CORIANDER
6120	618	1	2 teaspoons ground cumin	CUMIN
6121	618	1	1 teaspoon ground cinnamon	CINNAMON
6122	618	1	1/2 teaspoon chilli powder	CHILLI POWDER
6123	618	1	750g diced lamb	LAMB
6124	618	1	400g can diced tomatoes	TOMATOES
6125	618	1	1 cup Campbell's Real Stock Beef	BEEF
6126	618	1	500g sweet potato, peeled and cut into 2.5cm pieces	SWEET POTATO
6127	618	1	200g green beans, sliced diagonally	GREEN BEAN
6128	618	1	steamed SunRice Basmati Rice, to serve	RICE
6129	618	1	1/4 cup coriander leaves	CORIANDER
6130	619	1	2 tablespoons vegetable oil	VEGETABLE OIL
6131	619	1	4 lamb forequarter chops	LAMB
6132	619	1	1 medium brown onion, cut into thin wedges	ONION
6133	619	1	1/3 cup rogan josh curry paste	CURRY PASTE
6134	619	1	400g can diced tomatoes	TOMATOES
6135	619	1	1 bunch English spinach, washed, trimmed, roughly chopped	SPINACH
6136	620	1	1 1/2 cups SunRice Basmati Rice, rinsed	RICE
6137	620	1	1 small bunch coriander	CORIANDER
6138	620	1	2 long green chillies, deseeded, chopped	GREEN
6139	620	1	1 cup plain natural yoghurt	NATURAL YOGHURT
6140	620	1	2 tablespoons desiccated coconut	COCONUT
6141	620	1	2 tablespoons Indian curry powder	CURRY POWDER
6142	620	1	12 (100g each) French trimmed lamb cutlets	LAMB
6143	620	1	2 tablespoons olive oil	OLIVE OIL
6144	621	1	1/2 large head cauliflower, cut into florets	CAULIFLOWER
6145	621	1	1/2 large bunch kale, trimmed, torn into pieces	KALE
6146	621	1	400g can brown lentils, rinsed, drained	LENTIL
6147	621	1	1/2 small red onion, finely chopped	ONION
6148	621	1	1/2 cup fresh continental parsley leaves, chopped	PARSLEY
6149	621	1	2 teaspoons extra virgin olive oil	OLIVE OIL
6150	621	1	1/2 teaspoon honey	HONEY
6151	621	1	1 lemon, rind finely grated, juiced, plus lemon wedges, to serve	LEMON, LEMON
6152	621	1	2 teaspoons brown mustard seeds	MUSTARD SEED
6153	621	1	2 teaspoons ground cumin	CUMIN
6154	621	1	1/2 teaspoon ground turmeric	TURMERIC
6155	621	1	12 small French trimmed lamb cutlets	LAMB
6156	622	1	400g can chickpeas, rinsed, drained, dried	CHICKPEA
6157	622	1	1/2 teaspoon dried chilli flakes	CHILLI
6158	622	1	1 tablespoon olive oil	OLIVE OIL
6159	622	1	2 1/2 teaspoons garam masala	GARAM MASALA
6160	622	1	160g (1/2 cup) rock salt	SALT
6161	622	1	200g small grape tomatoes, halved	TOMATOES, GRAPE
6162	622	1	2 garlic cloves, crushed 2cm-piece ginger, peeled, grated	GINGER, GARLIC
6163	622	1	1/2 teaspoon ground turmeric	TURMERIC
6164	622	1	200g (3 ⁄4 cup) low-fat Greek yoghurt	YOGHURT
6165	622	1	12 lamb cutlets, French trimmed	LAMB
6166	622	1	1/2 cup coriander leaves, chopped	CORIANDER
6167	622	1	1 small Lebanese cucumber, seeded, finely chopped	CUCUMBER
6168	622	1	Lemon wedges, to serve	LEMON
6169	623	1	1 cup plain yoghurt (thick)	YOGHURT
6170	623	1	3/4 cup mint leaves, finely chopped	MINT
6171	623	1	1/2 cup dried red lentils	LENTIL
6172	623	1	750g lean lamb mince	LAMB
6173	623	1	1 small brown onion, grated	ONION
6174	623	1	2 tablespoons mild curry paste	CURRY PASTE
6175	623	1	400g diced tomatoes	TOMATOES
6176	623	1	1 1/2 cups Campbell's Real Stock Chicken	CHICKEN
6177	623	1	Steamed SunRice Basmati Rice, to serve	RICE
6178	624	1	Melted butter, to grease	BUTTER
6179	624	1	1 tablespoon tikka masala curry paste (Patak?s brand)	CURRY PASTE
6180	624	1	600g diced lamb	LAMB
6181	624	1	1 brown onion, chopped	ONION
6182	624	1	60ml (1/4 cup) water	WATER
6183	624	1	1 400g can Italian diced tomatoes (La Gina brand)	TOMATOES
6184	624	1	70g (1/4 cup) skim-milk natural yoghurt	NATURAL YOGHURT
6185	624	1	1/4 cup chopped fresh coriander	CORIANDER
6186	624	1	300g piece Queensland blue pumpkin, deseeded, peeled, cut into large chunks	PUMPKIN
6187	624	1	150g (1 cup) self-raising flour	FLOUR
6188	624	1	75g (1/2 cup) plain flour	FLOUR
6189	624	1	1 egg, lightly whisked	EGG
6190	624	1	Salt & freshly ground black pepper	BLACK PEPPER
6191	624	1	Skim milk, to glaze	SKIM MILK
6192	625	1	80g (1/3 cup) korma curry paste	CURRY PASTE
6193	625	1	300g natural yoghurt	NATURAL YOGHURT
6194	625	1	600g lamb leg steaks, cut into 3cm pieces	LAMB LEG
6195	625	1	20g butter	BUTTER
6196	625	1	1 teaspoon vegetable oil	VEGETABLE OIL
6197	625	1	1 brown onion, halved, thinly sliced	ONION
6198	625	1	2 garlic cloves, finely chopped	GARLIC
6199	625	1	2 teaspoons finely chopped fresh ginger	GINGER
6200	625	1	270g (1 1/3 cups) SunRice Basmati Rice, rinsed, drained	RICE
6201	625	1	6 cardamom pods, crushed	CARDAMOM POD
6202	625	1	6 whole cloves	CLOVE
6203	625	1	1 cinnamon stick	CINNAMON
6204	625	1	Large pinch of saffron	SAFFRON
6205	625	1	500ml (2 cups) Campbell's Real Stock Chicken	CHICKEN
6206	625	1	Flaked almonds, toasted, to serve	ALMOND
6207	625	1	Fresh coriander sprigs, to serve	CORIANDER
6208	626	1	750g lamb mince	LAMB
6209	626	1	1 cup fresh white breadcrumbs	BREADCRUMB
6210	626	1	1 brown onion, grated	ONION
6211	626	1	1 lemon, rind finely grated, juiced	LEMON
6212	626	1	1/4 cup mild curry paste	CURRY PASTE
6213	626	1	1 egg, lightly beaten	EGG
6214	626	1	2/3 cup mint leaves, finely chopped	MINT
6215	626	1	2/3 cup natural yoghurt	NATURAL YOGHURT
6216	626	1	1 Lebanese cucumber, finely diced	CUCUMBER
6217	626	1	Olive oil cooking spray	OLIVE OIL
6218	626	1	4 naan breads, halved	BREAD
6219	626	1	100g baby spinach leaves, to serve	SPINACH
6220	627	1	1 tablespoon vegetable oil	VEGETABLE OIL
6221	627	1	1 onion, finely chopped	ONION
6222	627	1	500g trim lamb, diced	LAMB
6223	627	1	2 tablespoons Patak's Mild Curry Paste	CURRY PASTE
6224	627	1	2 tablespoons lemon juice	LEMON JUICE
6225	627	1	1/3 cup Patak's Premium Mango Chutney	CHUTNEY, MANGO
6226	627	1	300g desiree potatoes, peeled, cut into 1cm cubes	POTATOE
6227	627	1	1/2 cup frozen peas	PEA
6228	627	1	2 tablespoons fresh coriander leaves, roughly chopped	CORIANDER
6229	627	1	6 sheets Pampas Shortcrust Pastry	SHORTCRUST PASTRY
6230	627	1	1 egg, lightly beaten	EGG
6231	627	1	1 1/2 cups thick plain yoghurt	YOGHURT
6232	628	1	1 cup plain reduced-fat Greek-style yoghurt	YOGHURT
6233	628	1	1/4 cup korma curry paste	CURRY PASTE
6234	628	1	800g lamb leg steaks, cubed	LAMB LEG
6235	628	1	olive oil cooking spray	OLIVE OIL
6236	628	1	warmed mini naan breads, to serve	BREAD
6237	628	2	3 tomatoes, deseeded, chopped	TOMATOES
6238	628	2	1 Lebanese cucumber, deseeded, chopped	CUCUMBER
6239	628	2	1/2 red onion, roughly chopped	ONION
6240	628	2	1/4 cup fresh mint leaves, finely chopped	MINT
6241	628	2	2 teaspoons red wine vinegar	WINE VINEGAR, RED 
6242	629	1	2.5kg Coles lamb leg roast whole	LAMB LEG
6243	629	1	1 1/2 tablespoons korma curry paste	CURRY PASTE
6244	629	1	2 teaspoons olive oil	OLIVE OIL
6245	629	1	2 cups basmati rice	RICE
6246	629	1	2 cups frozen peas	PEA
6247	629	1	1/2 cup currants	CURRANTS
6248	629	1	1/2 cup natural sliced almonds	ALMOND
6249	629	1	2 tomatoes, diced	TOMATOES
6250	629	1	1 cup natural yoghurt	NATURAL YOGHURT
6251	629	1	3 Lebanese cucumbers, diced	CUCUMBER
6252	629	1	1/4 cup torn fresh mint leaves	MINT
6253	630	1	8 limes	LIME
6254	630	1	1 tablespoon salt	SALT
6255	630	1	2 tablespoons mustard seed oil (see note)	MUSTARD SEED
6256	630	1	2 teaspoons mustard seeds	MUSTARD SEED
6257	630	1	3 garlic cloves, finely chopped	GARLIC
6258	630	1	2cm-piece fresh ginger, peeled, finely chopped	GINGER
6259	630	1	2 teaspoons ground cumin	CUMIN
6260	630	1	2 teaspoons ground coriander	CORIANDER
6261	630	1	1/2 teaspoon chilli powder	CHILLI POWDER
6262	630	1	125ml (1/2 cup) water	WATER
6263	630	1	125g (3/4 cup, lightly packed) brown sugar	BROWN SUGAR
6264	630	1	2 tablespoons white vinegar	VINEGAR
6265	631	1	2 teaspoons black mustard seeds	MUSTARD SEED
6266	631	1	2 teaspoons black peppercorns	PEPPERCORN
6267	631	1	1 1/2 tablespoons ground cumin	CUMIN
6268	631	1	1 1/2 tablespoons ground coriander	CORIANDER
6269	631	1	2 teaspoons garam masala	GARAM MASALA
6270	631	1	2 teaspoons ground turmeric	TURMERIC
6271	631	1	1/2 teaspoon ground cinnamon	CINNAMON
6272	631	1	1 teaspoon (hot) chilli powder	CHILLI POWDER
6273	631	1	3 garlic cloves, crushed	GARLIC
6274	631	1	3cm piece fresh ginger, peeled, chopped	GINGER
6275	631	1	1/4 cup malt vinegar	VINEGAR
6276	631	1	2 tablespoons vegetable oil	VEGETABLE OIL
6277	632	1	600g beef mince	BEEF
6278	632	1	125g microwave brown rice (do not microwave)	BROWN RICE
6279	632	1	1/4 cup fresh coriander leaves, chopped	CORIANDER
6280	632	1	1 long fresh red chilli, finely chopped	CHILLI
6281	632	1	5 teaspoons garam masala	GARAM MASALA
6282	632	1	4 garlic cloves, crushed	GARLIC
6283	632	1	1 1/2 tablespoons ghee	GHEE
6284	632	1	1 1/2 teaspoons cumin seeds	CUMIN
6285	632	1	1 teaspoon brown mustard seeds	MUSTARD SEED
6286	632	1	14 fresh curry leaves	CURRY LEAVE
6287	632	1	1 large red onion, finely chopped	ONION
6288	632	1	4cm piece ginger, peeled, finely grated	GINGER
6289	632	1	2 tablespoons finely chopped coriander  root and stem	CORIANDER
6290	632	1	1 teaspoon ground turmeric	TURMERIC
6291	632	1	410g can Ardmona Rich & Thick Tomatoes & Paste	TOMATOES
6292	632	1	125ml (1/2 cup) water	WATER
6293	632	1	150ml coconut milk	COCONUT MILK
6294	632	1	Fried fresh coriander leaves,  to serve (optional)	CORIANDER
6295	632	1	250g pkt microwave brown rice, extra, heated, to serve	BROWN RICE
6296	633	1	750g lamb mince	LAMB
6297	633	1	2 tablespoons curry powder	CURRY POWDER
6298	633	1	2 teaspoons finely grated fresh ginger	GINGER
6299	633	1	2 tablespoons olive oil	OLIVE OIL
6300	633	1	1/2 teaspoon cumin seeds	CUMIN
6301	633	1	270g (1 1/3 cups) SunRice Basmati Rice	RICE
6302	633	1	1L (4 cups) Campbell's Real Stock Chicken	CHICKEN
6303	633	1	1 x 400g can brown lentils, rinsed, drained	LENTIL
6304	633	1	2 garlic cloves, crushed	GARLIC
6305	633	1	375ml (1 1/2 cups) passata (tomato pasta sauce)	PASTA, PASSATA
6306	633	1	Fresh coriander sprigs, to serve	CORIANDER
6307	633	1	Natural yoghurt, to serve	NATURAL YOGHURT
6308	634	1	30g butter	BUTTER
6309	634	1	100g raw cashews	RAW CASHEWS
6310	634	1	90g (1/2 cup) sultanas	SULTANA
6311	634	1	1/2 teaspoon cardamom seeds	CARDAMOM
